entity_id,state,created
sensor.total_house_power,9.23,2020-04-10 17:39:20.007189
sensor.total_house_power,224.40,2020-04-10 17:39:50.707981
sensor.total_house_power,409.33,2020-04-10 17:40:21.007703
sensor.total_house_power,313.00,2020-04-10 17:40:51.006737
sensor.total_house_power,70.90,2020-04-10 17:41:21.006707
sensor.total_house_power,-7.60,2020-04-10 17:41:51.004256
sensor.total_house_power,133.59,2020-04-10 17:42:21.019114
sensor.total_house_power,-18.71,2020-04-10 17:42:51.005000
sensor.total_house_power,40.81,2020-04-10 17:43:22.007082
sensor.total_house_power,548.24,2020-04-10 17:43:52.006765
sensor.total_house_power,-76.24,2020-04-10 17:44:22.128218
sensor.total_house_power,148.52,2020-04-10 17:44:52.938038
sensor.total_house_power,-19.14,2020-04-10 17:45:22.220624
sensor.total_house_power,-20.83,2020-04-10 17:45:53.006177
sensor.total_house_power,124.51,2020-04-10 17:46:23.004379
sensor.total_house_power,1019.37,2020-04-10 17:46:53.007225
sensor.total_house_power,-33.44,2020-04-10 17:47:23.004683
sensor.total_house_power,94.27,2020-04-10 17:47:54.006326
sensor.total_house_power,30.85,2020-04-10 17:48:24.007460
sensor.total_house_power,-36.86,2020-04-10 17:48:54.006448
sensor.total_house_power,63.43,2020-04-10 17:49:24.006217
sensor.total_house_power,575.86,2020-04-10 17:49:54.004025
sensor.total_house_power,-26.00,2020-04-10 17:50:24.004969
sensor.total_house_power,30.88,2020-04-10 17:50:54.074946
sensor.total_house_power,-40.93,2020-04-10 17:51:25.006359
sensor.total_house_power,1542.34,2020-04-10 17:51:54.478021
sensor.total_house_power,-41.93,2020-04-10 17:52:25.007111
sensor.total_house_power,-7.55,2020-04-10 17:52:55.003954
sensor.total_house_power,-7.76,2020-04-10 17:53:25.018776
sensor.total_house_power,134.34,2020-04-10 17:53:55.005605
sensor.total_house_power,-9.51,2020-04-10 17:54:25.011371
sensor.total_house_power,181.75,2020-04-10 17:54:55.009037
sensor.total_house_power,327.33,2020-04-10 17:55:26.008778
sensor.total_house_power,209.85,2020-04-10 17:55:56.006133
sensor.total_house_power,-19.50,2020-04-10 17:56:26.006412
sensor.total_house_power,398.38,2020-04-10 17:56:57.005423
sensor.total_house_power,-50.02,2020-04-10 17:57:26.016656
sensor.total_house_power,-49.14,2020-04-10 17:57:56.125874
sensor.total_house_power,-15.58,2020-04-10 17:58:27.007455
sensor.total_house_power,225.82,2020-04-10 17:58:57.006925
sensor.total_house_power,-12.71,2020-04-10 17:59:27.026274
sensor.total_house_power,34.57,2020-04-10 17:59:57.003664
sensor.total_house_power,59.70,2020-04-10 18:00:26.843517
sensor.total_house_power,3.95,2020-04-10 18:00:57.004315
sensor.total_house_power,27.48,2020-04-10 18:01:28.005759
sensor.total_house_power,9.48,2020-04-10 18:01:58.004683
sensor.total_house_power,22.52,2020-04-10 18:02:27.369463
sensor.total_house_power,4.38,2020-04-10 18:02:58.007201
sensor.total_house_power,86.47,2020-04-10 18:03:28.019703
sensor.total_house_power,19.94,2020-04-10 18:03:58.022753
sensor.total_house_power,42.17,2020-04-10 18:04:28.102186
sensor.total_house_power,-35.33,2020-04-10 18:04:59.004204
sensor.total_house_power,2.35,2020-04-10 18:05:29.009812
sensor.total_house_power,62.03,2020-04-10 18:05:59.004014
sensor.total_house_power,14.25,2020-04-10 18:06:29.006730
sensor.total_house_power,17.59,2020-04-10 18:06:59.043554
sensor.total_house_power,9.33,2020-04-10 18:07:29.007206
sensor.total_house_power,90.34,2020-04-10 18:08:03.005645
sensor.total_house_power,13.33,2020-04-10 18:08:30.006574
sensor.total_house_power,10.75,2020-04-10 18:09:00.006473
sensor.total_house_power,6.87,2020-04-10 18:09:30.004948
sensor.total_house_power,-25.15,2020-04-10 18:10:00.006052
sensor.total_house_power,996.26,2020-04-10 18:10:31.443723
sensor.total_house_power,-5.81,2020-04-10 18:11:01.039511
sensor.total_house_power,386.05,2020-04-10 18:11:32.006404
sensor.total_house_power,17.89,2020-04-10 18:12:02.008947
sensor.total_house_power,-22.18,2020-04-10 18:12:32.005950
sensor.total_house_power,808.49,2020-04-10 18:13:02.051793
sensor.total_house_power,62.58,2020-04-10 18:13:31.993056
sensor.total_house_power,33.85,2020-04-10 18:14:02.114919
sensor.total_house_power,1039.96,2020-04-10 18:14:33.012643
sensor.total_house_power,31.03,2020-04-10 18:15:03.014558
sensor.total_house_power,36.93,2020-04-10 18:15:32.663601
sensor.total_house_power,-25.11,2020-04-10 18:16:03.005895
sensor.total_house_power,-54.80,2020-04-10 18:16:33.008117
sensor.total_house_power,49.10,2020-04-10 18:17:04.004713
sensor.total_house_power,27.29,2020-04-10 18:17:34.006929
sensor.total_house_power,-38.72,2020-04-10 18:18:04.007007
sensor.total_house_power,-32.40,2020-04-10 18:18:34.005516
sensor.total_house_power,30.28,2020-04-10 18:19:04.006501
sensor.total_house_power,-21.48,2020-04-10 18:19:34.006247
sensor.total_house_power,182.17,2020-04-10 18:20:04.009034
sensor.total_house_power,-62.93,2020-04-10 18:20:34.004792
sensor.total_house_power,-39.35,2020-04-10 18:21:04.004799
sensor.total_house_power,-22.67,2020-04-10 18:21:34.486760
sensor.total_house_power,48.25,2020-04-10 18:22:05.064997
sensor.total_house_power,12.27,2020-04-10 18:22:35.007017
sensor.total_house_power,25.74,2020-04-10 18:23:04.535542
sensor.total_house_power,-13.30,2020-04-10 18:23:35.006712
sensor.total_house_power,-14.62,2020-04-10 18:24:05.010917
sensor.total_house_power,14.27,2020-04-10 18:24:35.004850
sensor.total_house_power,110.75,2020-04-10 18:25:05.078280
sensor.total_house_power,35.94,2020-04-10 18:25:35.223046
sensor.total_house_power,-28.11,2020-04-10 18:26:06.005449
sensor.total_house_power,6.38,2020-04-10 18:26:36.004930
sensor.total_house_power,323.65,2020-04-10 18:27:06.006928
sensor.total_house_power,-45.32,2020-04-10 18:27:36.003939
sensor.total_house_power,122.36,2020-04-10 18:28:07.003382
sensor.total_house_power,182.76,2020-04-10 18:28:37.006688
sensor.total_house_power,59.69,2020-04-10 18:29:07.018744
sensor.total_house_power,5.82,2020-04-10 18:29:38.006240
sensor.total_house_power,-5.24,2020-04-10 18:30:08.005528
sensor.total_house_power,546.51,2020-04-10 18:30:37.181532
sensor.total_house_power,-55.38,2020-04-10 18:31:08.006274
sensor.total_house_power,29.94,2020-04-10 18:31:38.004350
sensor.total_house_power,-22.22,2020-04-10 18:32:08.004909
sensor.total_house_power,12.74,2020-04-10 18:32:38.006092
sensor.total_house_power,-85.47,2020-04-10 18:33:08.011158
sensor.total_house_power,6.01,2020-04-10 18:33:38.018415
sensor.total_house_power,-38.02,2020-04-10 18:34:09.011895
sensor.total_house_power,35.82,2020-04-10 18:34:39.007449
sensor.total_house_power,47.76,2020-04-10 18:35:09.019474
sensor.total_house_power,201.22,2020-04-10 18:35:39.006881
sensor.total_house_power,-41.46,2020-04-10 18:36:09.008588
sensor.total_house_power,12.77,2020-04-10 18:36:39.006989
sensor.total_house_power,24.73,2020-04-10 18:37:09.005696
sensor.total_house_power,-24.33,2020-04-10 18:37:39.007548
sensor.total_house_power,3.16,2020-04-10 18:38:10.013326
sensor.total_house_power,-9.52,2020-04-10 18:38:40.007842
sensor.total_house_power,11.05,2020-04-10 18:39:10.004297
sensor.total_house_power,-54.20,2020-04-10 18:39:40.007076
sensor.total_house_power,-20.54,2020-04-10 18:40:10.007067
sensor.total_house_power,-6.72,2020-04-10 18:40:40.007129
sensor.total_house_power,32.81,2020-04-10 18:41:10.009331
sensor.total_house_power,0.35,2020-04-10 18:41:40.006305
sensor.total_house_power,17.13,2020-04-10 18:42:10.009782
sensor.total_house_power,19.24,2020-04-10 18:42:41.007138
sensor.total_house_power,19.97,2020-04-10 18:43:11.008791
sensor.total_house_power,-10.09,2020-04-10 18:43:41.008543
sensor.total_house_power,-5.89,2020-04-10 18:44:11.006845
sensor.total_house_power,34.19,2020-04-10 18:44:41.004554
sensor.total_house_power,-7.07,2020-04-10 18:45:11.006386
sensor.total_house_power,15.75,2020-04-10 18:45:41.005673
sensor.total_house_power,35.54,2020-04-10 18:46:11.008164
sensor.total_house_power,-18.24,2020-04-10 18:46:41.029166
sensor.total_house_power,-17.92,2020-04-10 18:47:12.007527
sensor.total_house_power,16.00,2020-04-10 18:47:42.004097
sensor.total_house_power,-65.49,2020-04-10 18:48:12.005746
sensor.total_house_power,-88.02,2020-04-10 18:48:42.005434
sensor.total_house_power,-32.49,2020-04-10 18:49:13.005489
sensor.total_house_power,-31.79,2020-04-10 18:49:43.006488
sensor.total_house_power,-6.83,2020-04-10 18:50:13.005782
sensor.total_house_power,17.07,2020-04-10 18:50:42.567851
sensor.total_house_power,-13.07,2020-04-10 18:51:13.004300
sensor.total_house_power,-53.16,2020-04-10 18:51:43.004893
sensor.total_house_power,-38.24,2020-04-10 18:52:14.080540
sensor.total_house_power,80.10,2020-04-10 18:52:43.448413
sensor.total_house_power,-43.10,2020-04-10 18:53:14.008638
sensor.total_house_power,23.21,2020-04-10 18:53:44.005584
sensor.total_house_power,-11.88,2020-04-10 18:54:14.020676
sensor.total_house_power,14.68,2020-04-10 18:54:44.005858
sensor.total_house_power,-14.19,2020-04-10 18:55:14.061010
sensor.total_house_power,0.55,2020-04-10 18:55:45.024019
sensor.total_house_power,16.15,2020-04-10 18:56:15.008629
sensor.total_house_power,-26.90,2020-04-10 18:56:45.008336
sensor.total_house_power,48.24,2020-04-10 18:57:15.004415
sensor.total_house_power,153.61,2020-04-10 18:57:45.006573
sensor.total_house_power,-11.21,2020-04-10 18:58:15.013244
sensor.total_house_power,-7.34,2020-04-10 18:58:45.018002
sensor.total_house_power,-15.14,2020-04-10 18:59:15.005772
sensor.total_house_power,2.27,2020-04-10 18:59:45.065080
sensor.total_house_power,-15.38,2020-04-10 19:00:16.006829
sensor.total_house_power,39.62,2020-04-10 19:00:46.009257
sensor.total_house_power,-1.28,2020-04-10 19:01:16.007060
sensor.total_house_power,-54.30,2020-04-10 19:02:16.006540
sensor.total_house_power,-135.95,2020-04-10 19:02:46.006188
sensor.total_house_power,57.05,2020-04-10 19:03:16.026832
sensor.total_house_power,73.63,2020-04-10 19:03:47.006640
sensor.total_house_power,19.48,2020-04-10 19:04:17.009083
sensor.total_house_power,10.47,2020-04-10 19:04:47.009173
sensor.total_house_power,82.26,2020-04-10 19:05:17.005472
sensor.total_house_power,unknown,2020-04-10 23:03:23.313356
sensor.total_house_power,82.26,2020-04-10 23:03:23.377757
sensor.total_house_power,475.33,2020-04-11 14:32:13.593424
sensor.total_house_power,2306.21,2020-04-11 14:32:39.354072
sensor.total_house_power,1237.74,2020-04-11 14:33:13.923027
sensor.total_house_power,-43.57,2020-04-11 14:33:52.414140
sensor.total_house_power,93.62,2020-04-11 14:34:23.010379
sensor.total_house_power,-79.58,2020-04-11 14:34:58.074599
sensor.total_house_power,-7.91,2020-04-11 14:35:54.006058
sensor.total_house_power,-39.55,2020-04-11 14:36:24.005384
sensor.total_house_power,-31.43,2020-04-11 14:37:55.003647
sensor.total_house_power,40.80,2020-04-11 14:38:55.006890
sensor.total_house_power,-71.21,2020-04-11 14:39:56.005986
sensor.total_house_power,69.10,2020-04-11 14:40:26.006155
sensor.total_house_power,252.77,2020-04-11 14:40:57.006205
sensor.total_house_power,-6.72,2020-04-11 14:41:26.006409
sensor.total_house_power,95.35,2020-04-11 14:41:57.002844
sensor.total_house_power,64.39,2020-04-11 14:42:27.005411
sensor.total_house_power,34.05,2020-04-11 14:42:57.006668
sensor.total_house_power,-0.50,2020-04-11 14:43:27.009248
sensor.total_house_power,72.70,2020-04-11 14:43:57.004492
sensor.total_house_power,7.35,2020-04-11 14:44:27.005433
sensor.total_house_power,-50.32,2020-04-11 14:44:57.055461
sensor.total_house_power,-21.92,2020-04-11 14:45:27.004771
sensor.total_house_power,-53.93,2020-04-11 14:45:58.003941
sensor.total_house_power,114.89,2020-04-11 14:46:28.007459
sensor.total_house_power,26.04,2020-04-11 14:47:00.016073
sensor.total_house_power,-25.60,2020-04-11 14:47:29.008657
sensor.total_house_power,-31.70,2020-04-11 14:47:59.007886
sensor.total_house_power,6.18,2020-04-11 14:48:29.005394
sensor.total_house_power,-18.61,2020-04-11 14:48:59.006474
sensor.total_house_power,-10.71,2020-04-11 14:49:30.005533
sensor.total_house_power,-24.55,2020-04-11 14:50:30.005635
sensor.total_house_power,-8.49,2020-04-11 14:50:59.320015
sensor.total_house_power,-36.94,2020-04-11 14:51:59.668503
sensor.total_house_power,37.32,2020-04-11 14:52:30.008650
sensor.total_house_power,55.31,2020-04-11 14:52:59.857621
sensor.total_house_power,17.87,2020-04-11 14:53:31.006404
sensor.total_house_power,-50.80,2020-04-11 14:54:01.006143
sensor.total_house_power,-27.29,2020-04-11 14:54:31.010118
sensor.total_house_power,27.73,2020-04-11 14:55:01.006972
sensor.total_house_power,2.27,2020-04-11 14:55:31.010566
sensor.total_house_power,-7.15,2020-04-11 14:56:01.010245
sensor.total_house_power,16.95,2020-04-11 14:56:32.006036
sensor.total_house_power,38.98,2020-04-11 14:57:01.037356
sensor.total_house_power,-58.93,2020-04-11 14:57:32.011061
sensor.total_house_power,-35.06,2020-04-11 14:58:02.024765
sensor.total_house_power,-22.91,2020-04-11 14:58:32.003785
sensor.total_house_power,3.99,2020-04-11 14:59:45.682008
sensor.total_house_power,10.07,2020-04-11 15:00:16.048657
sensor.total_house_power,683.78,2020-04-11 15:03:44.012486
sensor.total_house_power,209.28,2020-04-11 15:04:47.034352
sensor.total_house_power,633.02,2020-04-11 15:05:14.370224
sensor.total_house_power,415.37,2020-04-11 15:05:46.013263
sensor.total_house_power,3.56,2020-04-11 15:11:24.133704
sensor.total_house_power,178.00,2020-04-11 15:11:55.006467
sensor.total_house_power,7.16,2020-04-11 15:12:25.027754
sensor.total_house_power,1.51,2020-04-11 15:12:56.008388
sensor.total_house_power,98.35,2020-04-11 15:14:09.004911
sensor.total_house_power,47.07,2020-04-11 15:14:40.094990
sensor.total_house_power,-3.68,2020-04-11 15:15:10.008821
sensor.total_house_power,1.39,2020-04-11 15:15:40.006416
sensor.total_house_power,5.97,2020-04-11 15:16:11.011896
sensor.total_house_power,1157.22,2020-04-11 15:17:22.378758
sensor.total_house_power,1801.50,2020-04-11 15:17:53.267398
sensor.total_house_power,4.46,2020-04-11 15:18:23.006518
sensor.total_house_power,3.81,2020-04-11 15:18:53.810166
sensor.total_house_power,58.75,2020-04-11 15:19:53.767357
sensor.total_house_power,506.95,2020-04-11 15:20:26.004780
sensor.total_house_power,10.34,2020-04-11 15:20:56.005540
sensor.total_house_power,-1.18,2020-04-11 15:21:55.709655
sensor.total_house_power,9.56,2020-04-11 15:22:27.005635
sensor.total_house_power,2.92,2020-04-11 15:22:58.006126
sensor.total_house_power,209.78,2020-04-11 15:23:36.018784
sensor.total_house_power,4.26,2020-04-11 15:23:58.320958
sensor.total_house_power,-0.53,2020-04-11 15:24:28.511137
sensor.total_house_power,1.19,2020-04-11 15:25:00.007542
sensor.total_house_power,0.08,2020-04-11 15:25:34.004578
sensor.total_house_power,-2.03,2020-04-11 15:26:01.004698
sensor.total_house_power,6.74,2020-04-11 15:26:31.005952
sensor.total_house_power,2.92,2020-04-11 15:27:05.005077
sensor.total_house_power,49.78,2020-04-11 15:27:38.967058
sensor.total_house_power,6.57,2020-04-11 15:28:08.044540
sensor.total_house_power,7.29,2020-04-11 15:29:01.298198
sensor.total_house_power,115.69,2020-04-11 15:29:32.006209
sensor.total_house_power,12.74,2020-04-11 15:30:02.005609
sensor.total_house_power,1.36,2020-04-11 15:30:32.007977
sensor.total_house_power,-1.18,2020-04-11 15:31:02.005981
sensor.total_house_power,17.06,2020-04-11 15:31:32.198514
sensor.total_house_power,2.24,2020-04-11 15:32:02.005101
sensor.total_house_power,693.56,2020-04-11 15:32:48.009680
sensor.total_house_power,471.60,2020-04-11 15:33:21.005551
sensor.total_house_power,1.11,2020-04-11 15:33:50.005307
sensor.total_house_power,3.63,2020-04-11 15:34:48.178272
sensor.total_house_power,309.44,2020-04-11 15:35:22.004668
sensor.total_house_power,3.25,2020-04-11 15:36:08.625446
sensor.total_house_power,-6.11,2020-04-11 15:37:19.949056
sensor.total_house_power,56.34,2020-04-11 15:37:49.008114
sensor.total_house_power,-4.38,2020-04-11 15:38:20.006615
sensor.total_house_power,-0.98,2020-04-11 15:38:52.010333
sensor.total_house_power,10.39,2020-04-11 15:39:21.007319
sensor.total_house_power,-0.64,2020-04-11 15:39:52.006250
sensor.total_house_power,51.73,2020-04-11 15:40:24.009036
sensor.total_house_power,2.49,2020-04-11 15:40:54.015171
sensor.total_house_power,15.78,2020-04-11 15:41:25.012624
sensor.total_house_power,-2.53,2020-04-11 15:41:56.013154
sensor.total_house_power,3.97,2020-04-11 15:42:27.004455
sensor.total_house_power,4.89,2020-04-11 15:42:58.034859
sensor.total_house_power,-0.13,2020-04-11 15:43:29.028424
